trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
181,False,"{'a': 0.0045, 'e': 0.4428607023641706}",20,0,-2.465825831879309,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
182,False,"{'a': 0.0045, 'e': 0.44087230644975617}",25,0,5.900761866768867,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
183,False,"{'a': 0.0045, 'e': 0.4388928382146129}",20,0,-24.883297346279395,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
184,False,"{'a': 0.0045, 'e': 0.4369222575744412}",20,0,11.60568638437864,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
185,False,"{'a': 0.0045, 'e': 0.4349605246249159}",20,5,-65.03012958122368,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 1}",1
186,False,"{'a': 0.0045, 'e': 0.43300759964087765}",20,0,-15.754450668668822,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
187,False,"{'a': 0.0045, 'e': 0.43106344307552885}",20,7,-29.12221113419739,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 0}",1
188,False,"{'a': 0.0045, 'e': 0.42912801555963254}",20,2,-102.72825529987232,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 2}",1
189,False,"{'a': 0.0045, 'e': 0.4272012779007155}",20,3,5.2961557935891035,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.0045, 'e': 0.42528319108227414}",25,3,-164.84730632784306,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 3}",1
191,False,"{'a': 0.0045, 'e': 0.423373716262985}",35,0,-59.359399691900244,"{0: 29, 1: 2, 2: 1, 3: 2, 4: 1}",0
192,False,"{'a': 0.0045, 'e': 0.42147281477591764}",25,8,3.129381439581299,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
193,False,"{'a': 0.0045, 'e': 0.419580448127752}",25,0,-31.575004885418174,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
194,False,"{'a': 0.0045, 'e': 0.41769657799799886}",25,0,-39.92052850037789,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
195,False,"{'a': 0.0045, 'e': 0.4158211662382236}",25,7,-14.605408114819966,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
196,False,"{'a': 0.0045, 'e': 0.4139541748712741}",20,9,6.202462038824595,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.0045, 'e': 0.41209556609051134}",25,11,-1.4751614521472858,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
198,False,"{'a': 0.0045, 'e': 0.41024530225904404}",20,9,-16.503854922594293,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
199,False,"{'a': 0.0045, 'e': 0.40840334590896626}",25,2,-3.0887736290943417,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
200,False,"{'a': 0.0045, 'e': 0.40656965974059917}",25,0,-70.275024569891,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
201,False,"{'a': 0.0045, 'e': 0.404744206621735}",25,17,9.331059072988625,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.0045, 'e': 0.4029269495868858}",20,13,5.710467000672699,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.0045, 'e': 0.40111785183653453}",20,11,6.101852260270231,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.0045, 'e': 0.3993168767363899}",20,0,-46.67822667753543,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
205,False,"{'a': 0.0045, 'e': 0.3975239878166446}",20,7,6.09833428514524,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.0045, 'e': 0.3957391487712367}",25,13,-13.293483432421194,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
207,False,"{'a': 0.0045, 'e': 0.3939623234571147}",25,0,-38.942150847373725,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
208,False,"{'a': 0.0045, 'e': 0.392193475893505}",20,6,1.0922427155169627,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
209,False,"{'a': 0.0045, 'e': 0.3904325702611842}",25,0,-12.239651172118862,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
210,False,"{'a': 0.0045, 'e': 0.38867957090175304}",25,15,1.935929163120059,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.0045, 'e': 0.38693444231691454}",20,10,-19.07086867644039,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
212,False,"{'a': 0.0045, 'e': 0.3851971491677552}",30,20,7.13190911682899,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.0045, 'e': 0.3834676562740295}",20,2,8.306305019815717,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
214,False,"{'a': 0.0045, 'e': 0.3817459286134471}",20,8,-19.685161398654287,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
215,False,"{'a': 0.0045, 'e': 0.38003193132096413}",25,12,-42.377281219546404,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
216,False,"{'a': 0.0045, 'e': 0.3783256296880768}",25,11,-21.189566579344607,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
217,False,"{'a': 0.0045, 'e': 0.3766269891621188}",25,0,-62.720950341737776,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
218,False,"{'a': 0.0045, 'e': 0.3749359753455614}",30,0,18.06874512700017,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
219,False,"{'a': 0.0045, 'e': 0.373252553995317}",25,17,2.2442943629648195,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.0045, 'e': 0.3715766910220457}",20,9,19.549562098498587,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.0045, 'e': 0.36990835248946513}",30,19,0.2858848662556168,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
222,False,"{'a': 0.0045, 'e': 0.36824750461366296}",25,9,-2.300437325213582,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
223,False,"{'a': 0.0045, 'e': 0.3665941137624129}",20,13,12.59811884594258,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.0045, 'e': 0.36494814645449375}",30,10,21.63104635409045,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.0045, 'e': 0.36330956935901126}",25,0,25.794267443319196,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
226,False,"{'a': 0.0045, 'e': 0.3616783492947233}",35,8,-66.02483330748265,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 2}",1
227,False,"{'a': 0.0045, 'e': 0.3600544532293678}",20,0,31.19704198640742,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.0045, 'e': 0.3584378482789939}",20,0,24.52788101976537,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
229,False,"{'a': 0.0045, 'e': 0.3568285017072962}",25,7,9.861214054133285,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
230,False,"{'a': 0.0045, 'e': 0.3552263809249515}",25,15,-36.59761655003713,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
231,False,"{'a': 0.0045, 'e': 0.3536314534889594}",25,14,18.427673353364703,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.0045, 'e': 0.35204368710198464}",20,0,-56.698628096046605,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
233,False,"{'a': 0.0045, 'e': 0.35046304961170366}",30,4,-12.699254070840889,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 0}",1
234,False,"{'a': 0.0045, 'e': 0.34888950901015336}",30,19,8.458622114399752,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.0045, 'e': 0.34732303343308274}",20,13,13.063553896769552,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.0045, 'e': 0.3457635911593078}",20,11,-26.6254622361519,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
237,False,"{'a': 0.0045, 'e': 0.34421115061006924}",25,13,20.450518035098405,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.0045, 'e': 0.3426656803483929}",20,4,-5.422405816690498,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
239,False,"{'a': 0.0045, 'e': 0.34112714907845315}",25,12,16.924991219487307,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.0045, 'e': 0.3395955256449392}",20,2,13.156904951364352,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.0045, 'e': 0.3380707790324241}",30,13,35.013786046401115,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.0045, 'e': 0.336552878364737}",20,15,9.76695257797216,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.0045, 'e': 0.3350417929043375}",20,6,23.170849413938658,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.0045, 'e': 0.33353749205169325}",30,21,-21.646308197739373,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
245,False,"{'a': 0.0045, 'e': 0.3320399453446607}",35,17,15.497802674247549,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.0045, 'e': 0.3305491224578677}",20,10,17.61492679385284,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.0045, 'e': 0.3290649932021001}",20,0,-15.281008996989419,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
248,False,"{'a': 0.0045, 'e': 0.3275875275236896}",25,8,7.592077649624895,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
249,False,"{'a': 0.0045, 'e': 0.3261166955039057}",35,23,21.296293158519692,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.0045, 'e': 0.32465246735834974}",30,18,-3.9537972998102715,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
251,False,"{'a': 0.0045, 'e': 0.3231948134363518}",25,11,30.095416881991056,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.0045, 'e': 0.3217437042203702}",25,8,22.85433953762352,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.0045, 'e': 0.3202991103253936}",20,12,11.386639897234511,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.0045, 'e': 0.3188610024983463}",20,16,7.911168630320398,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.0045, 'e': 0.3174293516174957}",20,0,-20.195835048859937,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
256,False,"{'a': 0.0045, 'e': 0.31600412869186256}",20,1,-20.90608372907929,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
257,False,"{'a': 0.0045, 'e': 0.31458530486063385}",25,3,-28.583010823360226,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 1}",1
258,False,"{'a': 0.0045, 'e': 0.31317285139257856}",20,10,-6.975287103125876,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
259,False,"{'a': 0.0045, 'e': 0.3117667396854656}",20,15,6.907161006299715,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.0045, 'e': 0.31036694126548503}",20,14,14.955527285983006,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.0045, 'e': 0.3089734277866709}",30,16,-23.395838734271873,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
262,False,"{'a': 0.0045, 'e': 0.30758617103032765}",20,14,11.761888760658202,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.0045, 'e': 0.3062051429044585}",30,20,6.428324414075681,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.0045, 'e': 0.30483031544319683}",25,4,-114.11504746236885,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 3}",1
265,False,"{'a': 0.0045, 'e': 0.30346166080623954}",25,0,-38.17865832769248,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
266,False,"{'a': 0.0045, 'e': 0.30209915127828346}",20,0,-1.2594696686710904,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
267,False,"{'a': 0.0045, 'e': 0.30074275926846394}",25,5,12.930373773632756,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.0045, 'e': 0.2993924573097967}",20,1,26.193022775751462,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.0045, 'e': 0.29804821805862075}",20,12,11.515147042149158,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.0045, 'e': 0.2967100142940453}",25,10,2.998584974989847,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
271,False,"{'a': 0.0045, 'e': 0.29537781891739856}",25,11,-14.822873009019522,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
272,False,"{'a': 0.0045, 'e': 0.29405160495167837}",20,0,-76.34397886522724,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
273,False,"{'a': 0.0045, 'e': 0.2927313455410068}",25,6,-39.6955959032999,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
274,False,"{'a': 0.0045, 'e': 0.29141701395008573}",20,10,1.6222183811247475,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.0045, 'e': 0.2901085835636554}",25,0,-49.74796385806653,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
276,False,"{'a': 0.0045, 'e': 0.28880602788595566}",25,8,-38.092125382286234,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
277,False,"{'a': 0.0045, 'e': 0.28750932054018974}",20,12,16.350458381697603,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.0045, 'e': 0.2862184352679895}",25,0,-14.850883199500817,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
279,False,"{'a': 0.0045, 'e': 0.2849333459288841}",20,0,15.220150187693063,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
280,False,"{'a': 0.0045, 'e': 0.2836540264997704}",25,17,1.918285287431077,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.0045, 'e': 0.28238045107438636}",20,3,25.922042492543124,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.0045, 'e': 0.28111259386278603}",20,6,23.170609475132714,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.0045, 'e': 0.2798504291908176}",20,6,24.390186811461838,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.0045, 'e': 0.2785939314996033}",20,9,-0.3607803341878677,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
285,False,"{'a': 0.0045, 'e': 0.2773430753450219}",30,5,-12.865062967208768,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
286,False,"{'a': 0.0045, 'e': 0.2760978353971936}",20,16,6.996028395421082,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.0045, 'e': 0.27485818643996696}",20,1,17.894495568774417,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.0045, 'e': 0.2736241033704081}",25,12,3.106455303364231,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
289,False,"{'a': 0.0045, 'e': 0.27239556119829267}",25,17,11.991055003593369,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.0045, 'e': 0.2711725350455999}",20,0,29.6977781559012,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.0045, 'e': 0.2699550001460082}",30,12,12.582613712333822,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
292,False,"{'a': 0.0045, 'e': 0.2687429318443944}",25,13,-13.543716119755,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 0}",1
293,False,"{'a': 0.0045, 'e': 0.26753630559633385}",35,17,-48.5009869237323,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
294,False,"{'a': 0.0045, 'e': 0.2663350969676039}",20,7,21.468996080403866,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.0045, 'e': 0.26513928163368866}",25,0,16.499135522731756,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
296,False,"{'a': 0.0045, 'e': 0.2639488353792869}",30,20,18.05937818516502,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.0045, 'e': 0.2627637340978211}",20,12,-14.622282536578986,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
298,False,"{'a': 0.0045, 'e': 0.26158395379094995}",20,13,-1.2201362823635207,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.0045, 'e': 0.2604094705680819}",25,11,22.834102424449135,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.0045, 'e': 0.25924026064589156}",25,13,-21.215358410729745,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
301,False,"{'a': 0.0045, 'e': 0.258076300347838}",25,15,-3.9118180701633234,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
302,False,"{'a': 0.0045, 'e': 0.25691756610368544}",25,11,1.0616042222887838,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
303,False,"{'a': 0.0045, 'e': 0.25576403444902585}",20,12,14.896230374782474,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.0045, 'e': 0.2546156820248038}",25,18,12.999314540972696,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.0045, 'e': 0.25347248557684343}",20,16,9.680475894840571,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.0045, 'e': 0.25233442195537764}",20,1,-22.112128574930455,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
307,False,"{'a': 0.0045, 'e': 0.2512014681145792}",20,7,-32.30851276854805,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
308,False,"{'a': 0.0045, 'e': 0.25007360111209415}",30,17,11.538179292232314,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.0045, 'e': 0.24895079810857704}",30,19,1.3382522180569099,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.0045, 'e': 0.2478330363672288}",25,9,-76.64112995717649,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 2}",1
311,False,"{'a': 0.0045, 'e': 0.24672029325333586}",25,8,18.47979007491903,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.0045, 'e': 0.24561254623381226}",30,14,9.590803835282976,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.0045, 'e': 0.24450977287674294}",25,8,-5.882913387080748,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
314,False,"{'a': 0.0045, 'e': 0.24341195085092973}",20,2,-11.656677060863625,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
315,False,"{'a': 0.0045, 'e': 0.24231905792543904}",20,13,12.698771647622888,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.0045, 'e': 0.24123107196915192}",20,9,21.430063223278832,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.0045, 'e': 0.24014797095031548}",20,10,22.2470332859064,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.0045, 'e': 0.2390697329360971}",20,8,-1.5312813036035409,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
319,False,"{'a': 0.0045, 'e': 0.23799633609214008}",25,2,-0.3144580727628743,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
320,False,"{'a': 0.0045, 'e': 0.23692775868212176}",20,16,7.6292698760143995,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.0045, 'e': 0.23586397906731305}",25,7,28.680678815833847,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.0045, 'e': 0.23480497570614037}",25,13,17.03845404485985,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.0045, 'e': 0.23375072715374945}",20,12,9.282959446266617,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.0045, 'e': 0.23270121206157107}",20,0,6.0704405516194235,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
325,False,"{'a': 0.0045, 'e': 0.23165640917688882}",25,0,17.056380545005254,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
326,False,"{'a': 0.0045, 'e': 0.23061629734240854}",20,15,-32.65755800216455,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
327,False,"{'a': 0.0045, 'e': 0.22958085549583004}",30,19,-23.60843475900969,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
328,False,"{'a': 0.0045, 'e': 0.2285500626694205}",20,11,13.205975050886602,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.0045, 'e': 0.22752389798959005}",25,9,-17.57672583589757,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 0}",1
330,False,"{'a': 0.0045, 'e': 0.2265023406764688}",25,12,-31.597426423293452,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
331,False,"{'a': 0.0045, 'e': 0.2254853700434863}",30,0,28.374330590138726,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
332,False,"{'a': 0.0045, 'e': 0.22447296549695234}",20,0,12.58637984112518,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
333,False,"{'a': 0.0045, 'e': 0.22346510653564045}",30,10,10.35936249734878,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
334,False,"{'a': 0.0045, 'e': 0.22246177275037213}",20,8,10.839794095933623,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.0045, 'e': 0.22146294382360393}",20,14,8.20415320745942,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.0045, 'e': 0.22046859952901599}",35,3,-5.974411967731168,"{0: 30, 1: 0, 2: 1, 3: 0, 4: 1}",1
337,False,"{'a': 0.0045, 'e': 0.21947871973110228}",20,3,31.92157370886786,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.0045, 'e': 0.21849328438476318}",25,6,25.83128281767932,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.0045, 'e': 0.2175122735348992}",20,10,14.3802858598125,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.0045, 'e': 0.2165356673160071}",25,17,-16.790911199697504,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
341,False,"{'a': 0.0045, 'e': 0.21556344595177754}",25,14,-0.34429297277420967,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
342,False,"{'a': 0.0045, 'e': 0.21459558975469478}",25,8,9.028454588832384,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.0045, 'e': 0.21363207912563767}",35,16,22.16611681800859,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.0045, 'e': 0.2126728945534831}",20,12,14.579732093229136,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.0045, 'e': 0.2117180166147106}",20,16,8.197943704256465,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.0045, 'e': 0.2107674259730094}",20,14,8.394492774167558,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.0045, 'e': 0.2098211033788865}",30,7,22.38512735146284,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.0045, 'e': 0.208879029669277}",20,8,23.48566427069789,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.0045, 'e': 0.20794118576715606}",25,11,12.09366099390829,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.0045, 'e': 0.20700755268115265}",30,15,-5.695114133212418,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
351,False,"{'a': 0.0045, 'e': 0.2060781115051649}",20,0,34.59578551121908,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
352,False,"{'a': 0.0045, 'e': 0.2051528434179772}",25,0,-16.100110880579862,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
353,False,"{'a': 0.0045, 'e': 0.2042317296828792}",30,21,16.853973958692368,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.0045, 'e': 0.20331475164728618}",35,10,-4.223561466016942,"{0: 22, 1: 1, 2: 0, 3: 2, 4: 0}",1
355,False,"{'a': 0.0045, 'e': 0.20240189074236176}",25,9,-10.149448293752197,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
356,False,"{'a': 0.0045, 'e': 0.2014931284826413}",25,13,-26.605608779025104,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
357,False,"{'a': 0.0045, 'e': 0.20058844646565802}",20,9,1.9355976710692544,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.0045, 'e': 0.19968782637157012}",25,7,-64.52189682530643,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
359,False,"{'a': 0.0045, 'e': 0.19879124996279}",25,16,-5.219245856544946,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
360,False,"{'a': 0.0045, 'e': 0.1978986990836147}",20,0,7.526587224009806,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
361,False,"{'a': 0.0045, 'e': 0.1970101556598584}",25,17,16.21981173562846,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.0045, 'e': 0.19612560169848647}",25,16,13.304833316607393,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
