trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
363,False,"{'a': 0.0045, 'e': 0.19524501928725083}",25,11,-16.204376607047248,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
364,False,"{'a': 0.0045, 'e': 0.1943683905943277}",30,14,21.473644146110313,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.0045, 'e': 0.19349569786795606}",25,0,23.070485600309237,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
366,False,"{'a': 0.0045, 'e': 0.19262692343607835}",25,14,14.793007922881246,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.0045, 'e': 0.19176204970598262}",30,0,38.119253220788075,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
368,False,"{'a': 0.0045, 'e': 0.19090105916394634}",20,8,9.606347473051494,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.0045, 'e': 0.19004393437488157}",20,14,10.831141256969193,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.0045, 'e': 0.18919065798198206}",25,13,25.68450702854588,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.0045, 'e': 0.18834121270637166}",25,9,17.827186755119495,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.0045, 'e': 0.18749558134675456}",30,6,2.413045017931416,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
373,False,"{'a': 0.0045, 'e': 0.18665374677906685}",20,9,21.81816335176948,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.0045, 'e': 0.18581569195612968}",20,12,17.852418064339847,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.0045, 'e': 0.18498139990730433}",20,0,9.88483245024983,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
376,False,"{'a': 0.0045, 'e': 0.1841508537381482}",20,4,11.018077182503376,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.0045, 'e': 0.18332403663007313}",20,9,17.287272012710236,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.0045, 'e': 0.18250093184000432}",30,10,18.164364368224852,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
379,False,"{'a': 0.0045, 'e': 0.18168152270004168}",20,16,8.553101162674018,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.0045, 'e': 0.1808657926171221}",25,12,21.38585893496766,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.0045, 'e': 0.18005372507268355}",20,10,-13.065352729506516,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
382,False,"{'a': 0.0045, 'e': 0.17924530362233052}",30,16,27.207742213834745,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.0045, 'e': 0.178440511895501}",20,14,8.941389120480892,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.0045, 'e': 0.17763933359513498}",30,15,24.43982893701464,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.0045, 'e': 0.17684175249734455}",20,2,3.9018111637736927,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
386,False,"{'a': 0.0045, 'e': 0.1760477524510852}",30,3,-7.2254940212293155,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
387,False,"{'a': 0.0045, 'e': 0.17525731737782888}",25,0,-24.66149013085303,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
388,False,"{'a': 0.0045, 'e': 0.17447043127123835}",25,5,30.6865805011581,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.0045, 'e': 0.173687078196843}",25,12,9.367674864439813,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
390,False,"{'a': 0.0045, 'e': 0.1729072422917164}",20,1,5.846254019653216,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
391,False,"{'a': 0.0045, 'e': 0.17213090776415477}",20,11,-6.617216529827173,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
392,False,"{'a': 0.0045, 'e': 0.17135805889335742}",25,11,22.066958900910397,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.0045, 'e': 0.17058868002910824}",30,11,33.099110829798974,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.0045, 'e': 0.169822755591459}",20,16,7.509210482399954,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.0045, 'e': 0.1690602700704137}",25,16,18.010984633432813,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.0045, 'e': 0.1683012080256144}",30,8,43.24909181847134,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.0045, 'e': 0.1675455540860288}",30,13,11.746213460204029,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
398,False,"{'a': 0.0045, 'e': 0.16679329294963877}",30,15,28.332733411356685,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.0045, 'e': 0.16604440938313064}",20,3,18.352529330081087,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.0045, 'e': 0.16529888822158656}",25,14,21.783404380584138,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.0045, 'e': 0.16455671436817756}",20,7,23.52183087411953,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.0045, 'e': 0.16381787279385768}",30,14,29.208558443245007,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.0045, 'e': 0.1630823485370599}",20,3,0.635478206159223,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
404,False,"{'a': 0.0045, 'e': 0.16235012670339283}",20,13,17.118323295008945,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.0045, 'e': 0.1616211924653393}",20,10,3.8678155063909587,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.0045, 'e': 0.16089553106195606}",35,24,21.936780833415927,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.0045, 'e': 0.16017312779857495}",25,4,27.005405377883335,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
408,False,"{'a': 0.0045, 'e': 0.15945396804650522}",25,8,27.25052843719939,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.0045, 'e': 0.15873803724273725}",25,12,24.18239842220172,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.0045, 'e': 0.15802532088964782}",25,13,14.079697653602283,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.0045, 'e': 0.15731580455470642}",20,15,9.281996227296,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.0045, 'e': 0.15660947387018306}",25,5,36.572949064359406,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.0045, 'e': 0.1559063145328572}",25,4,-14.152623403836552,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
414,False,"{'a': 0.0045, 'e': 0.15520631230372825}",20,12,6.880312205019085,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
415,False,"{'a': 0.0045, 'e': 0.15450945300772712}",30,20,8.915929708574074,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
416,False,"{'a': 0.0045, 'e': 0.15381572253342932}",25,19,13.55869430704217,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.0045, 'e': 0.15312510683276898}",25,14,20.37932980532351,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.0045, 'e': 0.15243759192075457}",25,0,-54.12555461569424,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
419,False,"{'a': 0.0045, 'e': 0.15175316387518561}",25,13,-30.68859312554933,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
420,False,"{'a': 0.0045, 'e': 0.15107180883637086}",20,8,22.365479095052322,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.0045, 'e': 0.15039351300684745}",35,0,-14.814211023114948,"{0: 30, 1: 1, 2: 3, 3: 1, 4: 0}",0
422,False,"{'a': 0.0045, 'e': 0.14971826265110166}",20,14,11.989171326104763,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.0045, 'e': 0.1490460440952907}",35,17,9.832067847458983,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
424,False,"{'a': 0.0045, 'e': 0.14837684372696586}",20,1,17.73584945763585,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
425,False,"{'a': 0.0045, 'e': 0.14771064799479683}",25,16,5.653637188511582,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.0045, 'e': 0.14704744340829723}",25,15,9.459208243531004,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
427,False,"{'a': 0.0045, 'e': 0.14638721653755155}",30,19,7.633205895428153,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
428,False,"{'a': 0.0045, 'e': 0.14572995401294303}",25,7,19.773803736278655,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.0045, 'e': 0.1450756425248832}",20,10,18.002587499212364,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.0045, 'e': 0.144424268823542}",20,14,13.15534762335223,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.0045, 'e': 0.14377581971857972}",20,8,19.92788721178658,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.0045, 'e': 0.14313028207887982}",20,14,11.090081080271421,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.0045, 'e': 0.14248764283228307}",25,13,-14.83288154629562,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
434,False,"{'a': 0.0045, 'e': 0.14184788896532274}",30,13,32.88798811249719,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.0045, 'e': 0.1412110075229612}",20,13,13.076925240518825,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.0045, 'e': 0.14057698560832743}",20,7,21.492838179299003,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.0045, 'e': 0.13994581038245596}",35,22,11.937936232656284,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
438,False,"{'a': 0.0045, 'e': 0.139317469064027}",25,2,22.05707690088937,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.0045, 'e': 0.13869194892910733}",25,7,9.29245268047773,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
440,False,"{'a': 0.0045, 'e': 0.13806923731089285}",20,6,13.448877426761737,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.0045, 'e': 0.13744932159945195}",25,5,-7.957566379937578,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
442,False,"{'a': 0.0045, 'e': 0.1368321892414704}",25,11,26.699648885381954,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.0045, 'e': 0.13621782773999677}",30,19,20.210913782206717,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.0045, 'e': 0.13560622465418973}",25,14,17.274541856296167,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.0045, 'e': 0.1349973675990658}",25,13,19.581889126458563,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.0045, 'e': 0.13439124424524895}",30,16,22.79084256299928,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.0045, 'e': 0.1337878423187204}",20,1,17.911904615750117,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.0045, 'e': 0.1331871496005706}",20,0,19.65953100325714,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
449,False,"{'a': 0.0045, 'e': 0.13258915392675152}",20,8,24.704953352820965,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.0045, 'e': 0.13199384318783022}",25,7,4.932190260487553,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
451,False,"{'a': 0.0045, 'e': 0.13140120532874403}",25,17,9.767937103715138,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.0045, 'e': 0.13081122834855588}",20,0,27.686820348449157,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
453,False,"{'a': 0.0045, 'e': 0.1302239003002119}",20,13,12.797253424352757,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.0045, 'e': 0.129639209290299}",20,5,24.00594685124364,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.0045, 'e': 0.12905714347880423}",20,5,9.095419230763953,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.0045, 'e': 0.12847769107887502}",30,10,-4.404195651832257,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
457,False,"{'a': 0.0045, 'e': 0.12790084035658056}",25,6,20.835691284498495,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
458,False,"{'a': 0.0045, 'e': 0.12732657963067387}",20,12,14.032764728278,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.0045, 'e': 0.12675489727235573}",20,3,21.32022812134529,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.0045, 'e': 0.12618578170503877}",20,10,9.147325179536054,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.0045, 'e': 0.12561922140411333}",25,17,15.259897203859003,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.0045, 'e': 0.12505520489671404}",25,3,9.821679555446416,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
463,False,"{'a': 0.0045, 'e': 0.12449372076148724}",25,11,6.751879512010451,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
464,False,"{'a': 0.0045, 'e': 0.12393475762836008}",25,18,13.291296134349931,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.0045, 'e': 0.12337830417830993}",30,11,37.1090981782032,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.0045, 'e': 0.12282434914313546}",20,16,7.00973402774642,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.0045, 'e': 0.12227288130522834}",25,19,1.7978100151958067,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.0045, 'e': 0.12172388949734589}",20,8,-14.424111625768955,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
469,False,"{'a': 0.0045, 'e': 0.1211773626023853}",20,8,-2.844762955037691,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
470,False,"{'a': 0.0045, 'e': 0.12063328955315832}",25,4,29.88406887164696,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.0045, 'e': 0.120091659332167}",20,0,-1.2820595508237251,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
472,False,"{'a': 0.0045, 'e': 0.11955246097138099}",25,12,27.222280103657184,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.0045, 'e': 0.11901568355201492}",25,19,11.657089383319253,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.0045, 'e': 0.11848131620430775}",35,20,0.6718591519451242,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
475,False,"{'a': 0.0045, 'e': 0.11794934810730252}",25,17,15.417697820346193,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.0045, 'e': 0.11741976848862698}",25,12,24.782192817182718,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.0045, 'e': 0.11689256662427581}",20,14,9.651266645158003,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.0045, 'e': 0.11636773183839319}",20,0,-14.057184511788856,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
479,False,"{'a': 0.0045, 'e': 0.11584525350305681}",20,8,-67.34276256413575,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 1}",1
480,False,"{'a': 0.0045, 'e': 0.11532512103806256}",35,9,42.11611016750372,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.0045, 'e': 0.11480732391071016}",20,11,19.429221864372984,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.0045, 'e': 0.11429185163559014}",20,11,10.055058998246308,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.0045, 'e': 0.11377869377437135}",25,0,20.338007544535845,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
484,False,"{'a': 0.0045, 'e': 0.11326783993558948}",20,15,6.6022342010874375,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.0045, 'e': 0.11275927977443694}",30,5,-43.96619667966901,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",1
486,False,"{'a': 0.0045, 'e': 0.11225300299255297}",20,6,15.132053827451747,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
487,False,"{'a': 0.0045, 'e': 0.1117489993378155}",20,16,8.795845996478734,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.0045, 'e': 0.11124725860413336}",25,17,16.02184253737094,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.0045, 'e': 0.11074777063123942}",20,15,8.721368354588433,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.0045, 'e': 0.11025052530448527}",25,13,21.69206844063431,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.0045, 'e': 0.10975551255463596}",25,10,21.51273203897852,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.0045, 'e': 0.10926272235766643}",30,21,16.585908138797933,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.0045, 'e': 0.10877214473455842}",35,12,40.99521820056945,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.0045, 'e': 0.10828376975109819}",20,13,1.3096699907994667,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
495,False,"{'a': 0.0045, 'e': 0.10779758751767567}",20,15,10.266260487232412,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.0045, 'e': 0.10731358818908407}",30,0,4.99445854840155,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
497,False,"{'a': 0.0045, 'e': 0.10683176196432037}",30,7,-1.2803219318934063,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
498,False,"{'a': 0.0045, 'e': 0.10635209908638715}",20,13,12.792241310719852,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.0045, 'e': 0.10587458984209462}",30,22,14.417150287529324,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.0045, 'e': 0.10539922456186433}",30,15,-5.606720052600245,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
501,False,"{'a': 0.0045, 'e': 0.10492599361953317}",20,3,26.91725422002547,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.0045, 'e': 0.10445488743215826}",20,0,-3.9482095071396683,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
503,False,"{'a': 0.0045, 'e': 0.10398589645982334}",25,8,18.53207105602998,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
504,False,"{'a': 0.0045, 'e': 0.10351901120544506}",30,15,18.40195145801488,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
505,False,"{'a': 0.0045, 'e': 0.10305422221458115}",25,14,23.14211455179364,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.0045, 'e': 0.10259152007523868}",20,12,15.914284555325526,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.0045, 'e': 0.10213089541768343}",25,16,6.640779002385989,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.0045, 'e': 0.1016723389142504}",20,15,-11.713176312865983,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
509,False,"{'a': 0.0045, 'e': 0.10121584127915477}",25,17,8.661750009730037,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.0045, 'e': 0.10076139326830373}",20,8,-0.3969104887930306,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
511,False,"{'a': 0.0045, 'e': 0.10030898567910962}",30,16,0.9172640364024494,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
512,False,"{'a': 0.0045, 'e': 0.09985860935030323}",25,15,15.789725992181886,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.0045, 'e': 0.09941025516174853}",25,0,21.077138271039203,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
514,False,"{'a': 0.0045, 'e': 0.09896391403425794}",20,6,25.844145397928497,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.0045, 'e': 0.09851957692940828}",25,6,24.83061670853934,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.0045, 'e': 0.0980772348493581}",30,13,-18.5530336717374,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
517,False,"{'a': 0.0045, 'e': 0.09763687883666505}",25,17,2.7977633299584066,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
518,False,"{'a': 0.0045, 'e': 0.09719849997410487}",30,21,16.167109308179754,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.0045, 'e': 0.09676208938449068}",20,8,-1.220382096213461,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
520,False,"{'a': 0.0045, 'e': 0.09632763823049303}",20,0,27.777604282686685,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
521,False,"{'a': 0.0045, 'e': 0.09589513771446125}",25,18,12.26527621148627,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.0045, 'e': 0.09546457907824514}",20,16,7.518311704261642,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.0045, 'e': 0.09503595360301752}",35,22,23.59912268485075,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.0045, 'e': 0.09460925260909797}",25,18,10.927424577755007,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.0045, 'e': 0.09418446745577669}",20,0,-23.914569416414263,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
526,False,"{'a': 0.0045, 'e': 0.09376158954113986}",20,5,28.459172370835077,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.0045, 'e': 0.09334061030189528}",20,9,23.458326416220366,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.0045, 'e': 0.0929215212131989}",25,16,13.484227152369442,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.0045, 'e': 0.09250431378848244}",20,4,14.988720639990866,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
530,False,"{'a': 0.0045, 'e': 0.0920889795792812}",30,19,17.545941843341406,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.0045, 'e': 0.09167551017506329}",20,4,26.15986887787565,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.0045, 'e': 0.09126389720305919}",25,19,8.525267166497617,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.0045, 'e': 0.09085413232809207}",25,5,31.283977890145422,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.0045, 'e': 0.09044620725240926}",25,14,16.53073077867404,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.0045, 'e': 0.09004011371551407}",25,17,11.854826075181025,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.0045, 'e': 0.08963584349399842}",25,2,25.171972138032473,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
537,False,"{'a': 0.0045, 'e': 0.0892333884013766}",25,13,-0.20721985809376298,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
538,False,"{'a': 0.0045, 'e': 0.08883274028791913}",30,13,21.631355354589054,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
539,False,"{'a': 0.0045, 'e': 0.08843389104048807}",25,18,-7.323237272006847,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
540,False,"{'a': 0.0045, 'e': 0.08803683258237259}",20,15,11.065911152664205,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.0045, 'e': 0.08764155687312523}",25,13,19.399046933888084,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.0045, 'e': 0.08724805590839949}",30,14,17.07533515953086,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
543,False,"{'a': 0.0045, 'e': 0.08685632171978727}",30,23,9.240797730976738,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.0045, 'e': 0.08646634637465792}",20,11,13.33158922364007,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.0045, 'e': 0.08607812197599743}",20,3,29.73459899410734,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
